#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
         735     1.59427     1.85905   0.0157706
         736     1.59597     1.85869   0.0157532
         737      1.5977     1.85833   0.0157358
         738     1.59946     1.85798   0.0157184
         739     1.60124     1.85764    0.015701
         740     1.60304     1.85729   0.0156836
         741     1.60486     1.85695   0.0156661
         742      1.6067     1.85661   0.0156486
         743     1.60855     1.85628   0.0156311
         744     1.61042     1.85595   0.0156136
         745     1.61229     1.85562   0.0155961
         746     1.61416      1.8553   0.0155785
         747     1.61604     1.85498   0.0155609
         748     1.61793     1.85466   0.0155434
         749     1.61981     1.85435   0.0155258
         750     1.62169     1.85404   0.0155082
         751     1.62356     1.85373   0.0154906
         752     1.62543     1.85343   0.0154729
         753     1.62729     1.85313   0.0154553
         754     1.62914     1.85283   0.0154377
         755     1.63097     1.85254     0.01542
         756     1.63279     1.85225   0.0154023
         757      1.6346     1.85196   0.0153847
         758     1.63639     1.85167    0.015367
         759     1.63816     1.85139   0.0153493
         760     1.63991     1.85111   0.0153317
         761     1.64163     1.85084    0.015314
         762     1.64334     1.85057   0.0152963
         763     1.64502      1.8503   0.0152786
         764     1.64667     1.85003    0.015261
         765      1.6483     1.84977   0.0152433
         766     1.64989     1.84951   0.0152256
         767     1.65146     1.84925    0.015208
         768       1.653     1.84899   0.0151903
         769     1.65451     1.84874   0.0151727
         770     1.65599     1.84849    0.015155
         771     1.65743     1.84824   0.0151374
         772     1.65885       1.848   0.0151198
         773     1.66022     1.84775   0.0151022
         774     1.66156     1.84751   0.0150846
         775     1.66287     1.84727    0.015067
         776     1.66414     1.84704   0.0150494
         777     1.66537      1.8468   0.0150319
         778     1.66656     1.84657   0.0150143
         779     1.66771     1.84634   0.0149968
         780     1.66883     1.84612   0.0149793
         781      1.6699     1.84589   0.0149618
         782     1.67092     1.84567   0.0149444
         783     1.67191     1.84544   0.0149269
         784     1.67285     1.84522   0.0149095
         785     1.67374     1.84501   0.0148921
         786     1.67459     1.84479   0.0148748
         787     1.67539     1.84457   0.0148574
         788     1.67613     1.84436   0.0148401
         789     1.67683     1.84415   0.0148228
         790     1.67748     1.84394   0.0148055
         791     1.67807     1.84373   0.0147883
         792     1.67861     1.84352   0.0147711
         793     1.67909     1.84331   0.0147539
         794     1.67952      1.8431   0.0147368
         795     1.67989      1.8429   0.0147197
         796     1.68019     1.84269   0.0147026
         797     1.68044     1.84249   0.0146856
         798     1.68063     1.84229   0.0146686
         799     1.68075     1.84209   0.0146516
         800     1.68081     1.84188   0.0146347
         801     1.68081     1.84168   0.0146178
         802     1.68074     1.84148   0.0146009
         803      1.6806     1.84128   0.0145841
         804      1.6804     1.84108   0.0145674
         805     1.68013     1.84088   0.0145506
         806     1.67979     1.84068    0.014534
         807     1.67939     1.84048   0.0145173
         808     1.67892     1.84028   0.0145007
         809     1.67838     1.84008   0.0144842
         810     1.67777     1.83988   0.0144677
         811      1.6771     1.83968   0.0144513
         812     1.67636     1.83948   0.0144349
         813     1.67556     1.83928   0.0144185
         814      1.6747     1.83908   0.0144022
         815     1.67378     1.83887    0.014386
         816      1.6728     1.83867   0.0143698
         817     1.67176     1.83847   0.0143536
         818     1.67068     1.83826   0.0143376
         819     1.66954     1.83805   0.0143215
         820     1.66835     1.83785   0.0143056
         821     1.66712     1.83764   0.0142897
         822     1.66585     1.83743   0.0142738
         823     1.66455     1.83722    0.014258
         824     1.66321     1.83701   0.0142423
         825     1.66185      1.8368   0.0142266
         826     1.66046     1.83658    0.014211
         827     1.65906     1.83637   0.0141954
         828     1.65764     1.83615   0.0141799
         829     1.65622     1.83594   0.0141644
         830      1.6548     1.83572   0.0141491
         831     1.65338      1.8355   0.0141337
         832     1.65196     1.83528   0.0141185
         833     1.65057     1.83506   0.0141033
         834     1.64919     1.83483   0.0140881
         835     1.64783     1.83461    0.014073
         836      1.6465     1.83438    0.014058
         837      1.6452     1.83416    0.014043
         838     1.64394     1.83393   0.0140281
         839     1.64273      1.8337   0.0140132
         840     1.64155     1.83347   0.0139984
         841     1.64043     1.83325   0.0139836
         842     1.63936     1.83301   0.0139689
         843     1.63834     1.83278   0.0139543
         844     1.63738     1.83255   0.0139397
         845     1.63648     1.83232   0.0139251
         846     1.63564     1.83209   0.0139106
         847     1.63485     1.83186   0.0138961
         848     1.63413     1.83162   0.0138817
         849     1.63347     1.83139   0.0138673
         850     1.63287     1.83115   0.0138529
         851     1.63232     1.83092   0.0138386
         852     1.63183     1.83069   0.0138243
         853      1.6314     1.83045   0.0138101
         854     1.63102     1.83022   0.0137959
         855     1.63069     1.82999   0.0137818
         856      1.6304     1.82975   0.0137676
         857     1.63016     1.82952   0.0137535
         858     1.62995     1.82929   0.0137395
         859     1.62978     1.82906   0.0137254
         860     1.62965     1.82882   0.0137114
         861     1.62953     1.82859   0.0136975
         862     1.62944     1.82836   0.0136835
         863     1.62936     1.82813   0.0136696
         864      1.6293      1.8279   0.0136557
         865     1.62924     1.82767   0.0136419
         866     1.62919     1.82744    0.013628
         867     1.62914     1.82721   0.0136142
         868     1.62908     1.82699   0.0136005
         869     1.62901     1.82676   0.0135867
         870     1.62893     1.82653    0.013573
         871     1.62883      1.8263   0.0135593
         872     1.62871     1.82608   0.0135457
         873     1.62857     1.82585    0.013532
         874      1.6284     1.82562   0.0135184
         875      1.6282      1.8254   0.0135049
         876     1.62797     1.82517   0.0134913
         877      1.6277     1.82495   0.0134778
         878      1.6274     1.82472   0.0134644
         879     1.62706      1.8245   0.0134509
         880     1.62668     1.82427   0.0134375
         881     1.62626     1.82405   0.0134241
         882     1.62581     1.82382   0.0134108
         883     1.62531      1.8236   0.0133975
         884     1.62478     1.82337   0.0133842
         885      1.6242     1.82315    0.013371
         886     1.62359     1.82292   0.0133578
         887     1.62293      1.8227   0.0133447
         888     1.62224     1.82247   0.0133315
         889     1.62151     1.82225   0.0133185
         890     1.62075     1.82202   0.0133054
         891     1.61995     1.82179   0.0132924
         892     1.61912     1.82157   0.0132795
         893     1.61826     1.82134   0.0132665
         894     1.61737     1.82111   0.0132537
         895     1.61645     1.82088   0.0132408
         896     1.61551     1.82065    0.013228
         897     1.61455     1.82042   0.0132153
         898     1.61356     1.82019   0.0132026
         899     1.61256     1.81996   0.0131899
         900     1.61154     1.81973   0.0131773
         901     1.61051      1.8195   0.0131647
         902     1.60947     1.81926   0.0131522
         903     1.60842     1.81903   0.0131397
         904     1.60736      1.8188   0.0131272
         905     1.60629     1.81856   0.0131148
         906     1.60523     1.81833   0.0131025
         907     1.60416     1.81809   0.0130901
         908      1.6031     1.81785   0.0130779
         909     1.60203     1.81762   0.0130656
         910     1.60097     1.81738   0.0130534
         911     1.59992     1.81714   0.0130413
         912     1.59888      1.8169   0.0130292
         913     1.59784     1.81666   0.0130171
         914     1.59681     1.81642   0.0130051
         915     1.59579     1.81618   0.0129931
         916     1.59479     1.81594   0.0129812
         917      1.5938     1.81569   0.0129693
         918     1.59283     1.81545   0.0129574
         919     1.59186     1.81521   0.0129456
