#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
        7801     2.16096     2.02441  0.00896698
        7802     2.16916     2.02443  0.00896585
        7803      2.1773     2.02445  0.00896473
        7804     2.18632     2.02447   0.0089636
        7805     2.19477     2.02449  0.00896248
        7806      2.2036     2.02451  0.00896136
        7807     2.21229     2.02454  0.00896024
        7808     2.22108     2.02456  0.00895913
        7809     2.22994     2.02459  0.00895802
        7810      2.2391     2.02462  0.00895692
        7811     2.24805     2.02465  0.00895582
        7812     2.25724     2.02468  0.00895472
        7813     2.26642     2.02471  0.00895363
        7814     2.27508     2.02474  0.00895254
        7815     2.28414     2.02477  0.00895146
        7816     2.29288     2.02481  0.00895038
        7817     2.30149     2.02484   0.0089493
        7818     2.31019     2.02488  0.00894823
        7819     2.31823     2.02492  0.00894717
        7820     2.32606     2.02495   0.0089461
        7821     2.33414     2.02499  0.00894505
        7822      2.3417     2.02503    0.008944
        7823     2.34873     2.02508  0.00894295
        7824      2.3564     2.02512   0.0089419
        7825     2.36227     2.02516  0.00894087
        7826     2.36871      2.0252  0.00893983
        7827     2.37427     2.02525   0.0089388
        7828     2.37938     2.02529  0.00893777
        7829     2.38427     2.02534  0.00893675
        7830     2.38892     2.02539  0.00893573
        7831      2.3928     2.02543  0.00893471
        7832     2.39592     2.02548  0.00893369
        7833     2.39896     2.02553  0.00893268
        7834     2.40094     2.02558  0.00893167
        7835     2.40257     2.02562  0.00893066
        7836     2.40312     2.02567  0.00892965
        7837     2.40328     2.02572  0.00892864
        7838     2.40282     2.02577  0.00892763
        7839      2.4022     2.02582  0.00892662
        7840      2.4007     2.02587  0.00892561
        7841     2.39904     2.02591   0.0089246
        7842     2.39624     2.02596  0.00892359
        7843     2.39281     2.02601  0.00892257
        7844     2.38897     2.02605  0.00892155
        7845     2.38354      2.0261  0.00892053
        7846     2.37844     2.02614  0.00891951
        7847     2.37298     2.02619  0.00891848
        7848     2.36668     2.02623  0.00891745
        7849     2.35979     2.02627  0.00891642
        7850      2.3521     2.02632  0.00891538
        7851     2.34363     2.02636  0.00891433
        7852     2.33416     2.02639  0.00891328
        7853     2.32443     2.02643  0.00891223
        7854     2.31446     2.02647  0.00891117
        7855     2.30478      2.0265  0.00891011
        7856      2.2942     2.02654  0.00890904
        7857     2.28347     2.02657  0.00890796
        7858     2.27166      2.0266  0.00890688
        7859     2.25976     2.02663   0.0089058
        7860     2.24733     2.02666  0.00890471
        7861     2.23511     2.02669  0.00890362
        7862     2.22267     2.02671  0.00890252
        7863      2.2093     2.02674  0.00890142
        7864     2.19601     2.02676  0.00890031
        7865     2.18306     2.02678   0.0088992
        7866     2.17025     2.02679  0.00889809
        7867     2.15689     2.02681  0.00889697
        7868     2.14421     2.02683  0.00889586
        7869     2.13152     2.02684  0.00889474
        7870     2.11884     2.02685  0.00889361
        7871     2.10574     2.02686  0.00889249
        7872     2.09247     2.02687  0.00889136
        7873     2.08002     2.02688  0.00889024
        7874     2.06699     2.02688  0.00888911
        7875     2.05531     2.02689  0.00888798
        7876     2.04308     2.02689  0.00888685
        7877     2.03154     2.02689  0.00888572
        7878     2.01949     2.02689   0.0088846
        7879     2.00745     2.02688  0.00888347
        7880     1.99567     2.02688  0.00888234
        7881     1.98442     2.02688  0.00888122
        7882      1.9737     2.02687  0.00888009
        7883     1.96282     2.02686  0.00887897
        7884     1.95299     2.02685  0.00887785
        7885      1.9435     2.02684  0.00887673
        7886     1.93364     2.02683  0.00887561
        7887     1.92416     2.02682   0.0088745
        7888     1.91505      2.0268  0.00887338
        7889     1.90681     2.02679  0.00887227
        7890     1.89898     2.02677  0.00887116
        7891     1.89179     2.02675  0.00887005
        7892     1.88453     2.02673  0.00886895
        7893     1.87841     2.02672  0.00886784
        7894     1.87199      2.0267  0.00886674
        7895     1.86527     2.02668  0.00886564
        7896     1.85971     2.02665  0.00886454
        7897     1.85433     2.02663  0.00886345
        7898     1.84963     2.02661  0.00886236
        7899     1.84585     2.02659  0.00886126
        7900      1.8425     2.02656  0.00886017
        7901     1.83861     2.02654  0.00885908
        7902     1.83491     2.02652  0.00885799
        7903     1.83212     2.02649  0.00885691
        7904     1.82974     2.02647  0.00885582
        7905     1.82778     2.02644  0.00885474
        7906     1.82671     2.02642  0.00885365
        7907     1.82532     2.02639  0.00885257
        7908     1.82505     2.02637  0.00885149
        7909     1.82468     2.02634  0.00885041
        7910     1.82493     2.02631  0.00884932
        7911      1.8253     2.02629  0.00884824
        7912     1.82628     2.02626  0.00884716
        7913     1.82783     2.02624  0.00884608
        7914     1.82997     2.02621  0.00884499
        7915     1.83242     2.02619  0.00884391
        7916      1.8347     2.02617  0.00884283
        7917     1.83703     2.02614  0.00884174
        7918     1.84012     2.02612  0.00884066
        7919     1.84324     2.02609  0.00883957
        7920     1.84589     2.02607  0.00883848
        7921      1.8495     2.02605  0.00883739
        7922     1.85309     2.02603  0.00883631
        7923     1.85688     2.02601  0.00883522
        7924     1.86087     2.02599  0.00883413
        7925     1.86431     2.02597  0.00883303
        7926     1.86864     2.02595  0.00883194
        7927     1.87383     2.02593  0.00883085
        7928     1.87844     2.02591  0.00882975
        7929     1.88268     2.02589  0.00882866
        7930     1.88775     2.02587  0.00882756
        7931     1.89339     2.02586  0.00882647
        7932     1.89888     2.02584  0.00882537
        7933     1.90396     2.02582  0.00882427
        7934     1.90982     2.02581  0.00882317
        7935     1.91524      2.0258  0.00882207
        7936     1.92071     2.02578  0.00882097
        7937     1.92621     2.02577  0.00881986
        7938     1.93077     2.02576  0.00881876
        7939     1.93606     2.02575  0.00881766
        7940     1.94089     2.02574  0.00881655
        7941     1.94644     2.02573  0.00881545
        7942      1.9515     2.02572  0.00881434
        7943     1.95704     2.02571  0.00881324
        7944     1.96257      2.0257  0.00881213
        7945     1.96809     2.02569  0.00881103
        7946     1.97359     2.02569  0.00880992
        7947     1.97956     2.02568  0.00880881
        7948     1.98501     2.02568  0.00880771
        7949     1.99045     2.02567   0.0088066
        7950     1.99586     2.02567  0.00880549
        7951     2.00148     2.02566  0.00880439
        7952     2.00683     2.02566  0.00880328
        7953      2.0124     2.02566  0.00880217
        7954     2.01745     2.02566  0.00880107
        7955     2.02319     2.02566  0.00879996
        7956     2.02865     2.02566  0.00879885
        7957     2.03383     2.02566  0.00879775
        7958     2.03802     2.02566  0.00879664
        7959     2.04312     2.02566  0.00879554
        7960     2.04818     2.02567  0.00879443
        7961     2.05294     2.02567  0.00879333
        7962     2.05742     2.02567  0.00879222
        7963     2.06184     2.02568  0.00879112
        7964     2.06668     2.02568  0.00879002
        7965     2.07146     2.02569  0.00878892
        7966     2.07593      2.0257  0.00878782
        7967     2.08057      2.0257  0.00878672
        7968     2.08513     2.02571  0.00878562
        7969     2.08985     2.02572  0.00878452
        7970       2.094     2.02573  0.00878342
        7971     2.09854     2.02574  0.00878232
        7972      2.1025     2.02575  0.00878123
        7973     2.10635     2.02576  0.00878013
        7974     2.11009     2.02577  0.00877904
        7975     2.11371     2.02578  0.00877794
        7976     2.11769     2.02579  0.00877685
        7977     2.12154      2.0258  0.00877576
        7978     2.12502     2.02581  0.00877467
        7979     2.12836     2.02583  0.00877358
        7980      2.1318     2.02584  0.00877249
        7981     2.13484     2.02585   0.0087714
        7982     2.13797     2.02587  0.00877031
        7983     2.14045     2.02588  0.00876922
        7984     2.14229      2.0259  0.00876814
        7985     2.14444     2.02591  0.00876705
        7986      2.1469     2.02593  0.00876597
        7987     2.14918     2.02594  0.00876488
        7988     2.15103     2.02596   0.0087638
        7989     2.15295     2.02597  0.00876272
        7990     2.15467     2.02599  0.00876164
        7991     2.15645     2.02601  0.00876055
        7992     2.15756     2.02602  0.00875947
        7993     2.15871     2.02604  0.00875839
        7994     2.15895     2.02605  0.00875731
        7995     2.15947     2.02607  0.00875623
        7996     2.15979     2.02609  0.00875515
        7997     2.15992     2.02611  0.00875408
        7998     2.15985     2.02612    0.008753
        7999     2.15935     2.02614  0.00875192
        8000     2.15888     2.02616  0.00875084
        8001     2.15847     2.02617  0.00874976
        8002     2.15761     2.02619  0.00874868
        8003     2.15657      2.0262  0.00874761
        8004     2.15484     2.02622  0.00874653
        8005     2.15317     2.02624  0.00874545
        8006     2.15131     2.02625  0.00874437
        8007     2.14926     2.02627  0.00874329
        8008     2.14752     2.02628  0.00874221
        8009     2.14583      2.0263  0.00874114
        8010     2.14349     2.02631  0.00874006
        8011     2.14049     2.02633  0.00873898
        8012      2.1378     2.02634   0.0087379
        8013     2.13519     2.02635  0.00873682
        8014     2.13242     2.02637  0.00873574
        8015     2.12901     2.02638  0.00873466
        8016     2.12569     2.02639  0.00873358
        8017      2.1227      2.0264  0.00873249
        8018     2.11862     2.02642  0.00873141
        8019     2.11488     2.02643  0.00873033
        8020     2.11077     2.02644  0.00872925
        8021     2.10774     2.02645  0.00872817
        8022     2.10339     2.02646  0.00872708
        8023     2.09942     2.02647    0.008726
        8024     2.09486     2.02647  0.00872492
        8025      2.0907     2.02648  0.00872383
        8026      2.0862     2.02649  0.00872275
        8027     2.08139      2.0265  0.00872167
        8028     2.07676      2.0265  0.00872058
        8029      2.0723     2.02651   0.0087195
        8030     2.06755     2.02651  0.00871841
        8031     2.06324     2.02652  0.00871733
        8032     2.05817     2.02652  0.00871624
        8033     2.05333     2.02653  0.00871516
        8034     2.04871     2.02653  0.00871408
        8035     2.04408     2.02653  0.00871299
        8036     2.03946     2.02653  0.00871191
        8037     2.03461     2.02653  0.00871082
        8038     2.03003     2.02653  0.00870974
        8039       2.025     2.02653  0.00870866
        8040     2.01977     2.02653  0.00870757
        8041      2.0158     2.02653  0.00870649
        8042     2.01069     2.02653  0.00870541
        8043     2.00636     2.02653  0.00870433
        8044     2.00188     2.02652  0.00870324
        8045     1.99797     2.02652  0.00870216
        8046     1.99319     2.02652  0.00870108
        8047     1.98876     2.02651      0.0087
        8048     1.98492     2.02651  0.00869892
        8049     1.98144      2.0265  0.00869784
        8050     1.97712     2.02649  0.00869677
        8051     1.97341     2.02649  0.00869569
        8052     1.96984     2.02648  0.00869461
        8053     1.96592     2.02647  0.00869354
        8054     1.96311     2.02647  0.00869246
        8055     1.95948     2.02646  0.00869138
        8056     1.95576     2.02645  0.00869031
        8057     1.95314     2.02644  0.00868924
        8058     1.94995     2.02643  0.00868816
        8059     1.94763     2.02642  0.00868709
        8060     1.94522     2.02641  0.00868602
        8061      1.9427      2.0264  0.00868495
        8062     1.94008     2.02639  0.00868388
        8063     1.93808     2.02638  0.00868281
        8064     1.93644     2.02637  0.00868174
        8065     1.93516     2.02636  0.00868067
        8066       1.934     2.02634   0.0086796
        8067     1.93319     2.02633  0.00867853
        8068     1.93198     2.02632  0.00867746
        8069     1.93063     2.02631   0.0086764
        8070     1.92935      2.0263  0.00867533
        8071     1.92813     2.02628  0.00867426
        8072     1.92696     2.02627   0.0086732
        8073     1.92608     2.02626  0.00867213
        8074     1.92499     2.02625  0.00867107
        8075     1.92367     2.02623     0.00867
        8076     1.92235     2.02622  0.00866894
        8077     1.92126     2.02621  0.00866787
        8078     1.91991      2.0262  0.00866681
        8079       1.919     2.02618  0.00866575
        8080     1.91757     2.02617  0.00866469
        8081     1.91656     2.02616  0.00866362
        8082     1.91524     2.02614  0.00866256
        8083     1.91409     2.02613   0.0086615
        8084     1.91212     2.02611  0.00866044
        8085     1.91053      2.0261  0.00865938
        8086      1.9086     2.02608  0.00865832
        8087     1.90704     2.02607  0.00865727
        8088     1.90513     2.02606  0.00865621
        8089     1.90381     2.02604  0.00865515
        8090     1.90189     2.02602   0.0086541
        8091     1.90033     2.02601  0.00865304
        8092      1.8984     2.02599  0.00865199
        8093     1.89538     2.02598  0.00865093
        8094     1.89344     2.02596  0.00864988
        8095     1.89115     2.02594  0.00864883
        8096      1.8885     2.02593  0.00864777
        8097     1.88575     2.02591  0.00864672
        8098     1.88265     2.02589  0.00864567
        8099     1.87947     2.02587  0.00864462
        8100     1.87524     2.02586  0.00864358
        8101     1.87191     2.02584  0.00864253
        8102     1.86827     2.02582  0.00864149
        8103     1.86508      2.0258  0.00864044
        8104     1.86185     2.02578   0.0086394
        8105     1.85812     2.02576  0.00863836
        8106     1.85414     2.02574  0.00863732
        8107     1.85066     2.02571  0.00863628
        8108     1.84647     2.02569  0.00863524
        8109     1.84281     2.02567  0.00863421
        8110     1.83969     2.02565  0.00863317
        8111     1.83663     2.02562  0.00863214
        8112     1.83318      2.0256  0.00863111
        8113     1.83031     2.02558  0.00863008
        8114     1.82732     2.02555  0.00862905
        8115      1.8247     2.02553  0.00862802
        8116     1.82199      2.0255    0.008627
        8117     1.81919     2.02548  0.00862597
        8118     1.81705     2.02545  0.00862495
        8119     1.81438     2.02542  0.00862392
        8120     1.81239      2.0254   0.0086229
        8121     1.81086     2.02537  0.00862188
        8122     1.80907     2.02534  0.00862086
        8123     1.80751     2.02532  0.00861984
        8124     1.80597     2.02529  0.00861882
        8125     1.80517     2.02526   0.0086178
        8126     1.80464     2.02524  0.00861679
        8127      1.8044     2.02521  0.00861577
        8128     1.80468     2.02518  0.00861475
        8129     1.80502     2.02515  0.00861373
        8130     1.80616     2.02513  0.00861272
        8131     1.80688      2.0251   0.0086117
        8132     1.80841     2.02507  0.00861068
        8133     1.81027     2.02505  0.00860966
        8134     1.81247     2.02502  0.00860864
        8135     1.81452       2.025  0.00860762
        8136     1.81716     2.02497   0.0086066
        8137     1.82015     2.02495  0.00860558
        8138      1.8235     2.02492  0.00860456
        8139     1.82744      2.0249  0.00860354
        8140     1.83198     2.02487  0.00860251
        8141     1.83664     2.02485  0.00860149
        8142     1.84118     2.02483  0.00860046
        8143     1.84681     2.02481  0.00859943
        8144     1.85207     2.02478   0.0085984
        8145     1.85745     2.02476  0.00859737
        8146     1.86368     2.02474  0.00859634
        8147     1.87002     2.02472  0.00859531
        8148     1.87623     2.02471  0.00859427
        8149     1.88375     2.02469  0.00859323
        8150      1.8909     2.02467  0.00859219
        8151     1.89862     2.02466  0.00859115
        8152     1.90668     2.02464  0.00859011
        8153      1.9153     2.02463  0.00858907
        8154     1.92448     2.02462  0.00858802
        8155     1.93374     2.02461  0.00858698
        8156     1.94329      2.0246  0.00858593
        8157     1.95337     2.02459  0.00858488
        8158     1.96373     2.02458  0.00858383
        8159     1.97436     2.02457  0.00858278
        8160     1.98524     2.02457  0.00858173
        8161     1.99613     2.02457  0.00858068
        8162       2.007     2.02456  0.00857963
        8163     2.01832     2.02456  0.00857858
        8164     2.03033     2.02456  0.00857753
        8165     2.04227     2.02457  0.00857648
        8166     2.05366     2.02457  0.00857543
        8167     2.06543     2.02457  0.00857438
        8168     2.07733     2.02458  0.00857333
        8169     2.08935     2.02459  0.00857229
        8170     2.10073      2.0246  0.00857124
        8171     2.11291     2.02461   0.0085702
        8172     2.12539     2.02462  0.00856916
        8173     2.13741     2.02463  0.00856813
        8174     2.14994     2.02465  0.00856709
        8175     2.16246     2.02467  0.00856606
        8176     2.17471     2.02469  0.00856503
        8177     2.18715      2.0247  0.00856401
        8178     2.19977     2.02473  0.00856299
        8179     2.21205     2.02475  0.00856197
        8180     2.22399     2.02477  0.00856096
        8181     2.23532      2.0248  0.00855995
        8182     2.24746     2.02483  0.00855895
        8183     2.25895     2.02486  0.00855795
        8184      2.2705     2.02489  0.00855696
        8185     2.28135     2.02492  0.00855597
        8186     2.29247     2.02495  0.00855499
        8187     2.30358     2.02498  0.00855401
        8188     2.31467     2.02502  0.00855304
        8189     2.32501     2.02506  0.00855207
        8190     2.33505     2.02509  0.00855111
        8191     2.34455     2.02513  0.00855016
        8192     2.35397     2.02517  0.00854921
        8193     2.36281     2.02521  0.00854826
        8194     2.37155     2.02526  0.00854732
        8195     2.37993      2.0253  0.00854639
        8196     2.38795     2.02534  0.00854546
        8197      2.3951     2.02539  0.00854454
        8198     2.40212     2.02543  0.00854362
        8199     2.40898     2.02548  0.00854271
        8200     2.41521     2.02553   0.0085418
        8201     2.42152     2.02558  0.00854089
        8202     2.42622     2.02563  0.00853999
        8203     2.43196     2.02568  0.00853909
        8204     2.43681     2.02573   0.0085382
        8205     2.44174     2.02578  0.00853731
        8206     2.44578     2.02583  0.00853642
        8207     2.44967     2.02588  0.00853554
        8208     2.45315     2.02593  0.00853466
        8209     2.45601     2.02598  0.00853378
        8210     2.45848     2.02604   0.0085329
        8211     2.46082     2.02609  0.00853203
        8212     2.46206     2.02614  0.00853115
        8213     2.46271      2.0262  0.00853028
        8214     2.46373     2.02625  0.00852941
        8215     2.46417      2.0263  0.00852853
        8216     2.46453     2.02636  0.00852766
        8217     2.46457     2.02641  0.00852679
        8218     2.46456     2.02646  0.00852592
        8219     2.46378     2.02651  0.00852505
        8220     2.46297     2.02657  0.00852418
        8221     2.46215     2.02662  0.00852331
        8222      2.4606     2.02667  0.00852243
        8223     2.45955     2.02673  0.00852156
        8224     2.45804     2.02678  0.00852068
        8225     2.45586     2.02683  0.00851981
        8226     2.45374     2.02688  0.00851893
        8227     2.45144     2.02693  0.00851805
        8228     2.44948     2.02699  0.00851717
        8229      2.4469     2.02704  0.00851629
        8230     2.44418     2.02709   0.0085154
        8231     2.44136     2.02714  0.00851452
        8232     2.43844     2.02719  0.00851363
        8233     2.43544     2.02724  0.00851274
        8234     2.43212     2.02729  0.00851185
        8235     2.42873     2.02734  0.00851096
        8236     2.42506     2.02738  0.00851006
        8237      2.4223     2.02743  0.00850916
        8238     2.41902     2.02748  0.00850826
        8239     2.41572     2.02753  0.00850736
        8240     2.41265     2.02757  0.00850645
        8241     2.40932     2.02762  0.00850555
        8242     2.40598     2.02767  0.00850464
        8243     2.40264     2.02771  0.00850373
        8244     2.39931     2.02776  0.00850282
        8245     2.39574      2.0278   0.0085019
        8246     2.39242     2.02784  0.00850099
        8247     2.38887     2.02789  0.00850007
        8248     2.38557     2.02793  0.00849915
        8249     2.38253     2.02797  0.00849823
        8250     2.37926     2.02802   0.0084973
        8251       2.376     2.02806  0.00849638
        8252     2.37299      2.0281  0.00849545
        8253     2.36951     2.02814  0.00849452
        8254     2.36579     2.02818  0.00849359
        8255     2.36303     2.02822  0.00849266
        8256     2.35906     2.02826  0.00849173
        8257     2.35628      2.0283  0.00849079
        8258     2.35301     2.02834  0.00848985
        8259     2.34972     2.02838  0.00848892
        8260      2.3464     2.02842  0.00848798
        8261     2.34305     2.02846  0.00848703
        8262     2.33989      2.0285  0.00848609
        8263     2.33645     2.02853  0.00848514
        8264     2.33295     2.02857   0.0084842
        8265     2.32962     2.02861  0.00848325
        8266      2.3255     2.02864   0.0084823
        8267     2.32177     2.02868  0.00848135
        8268     2.31819     2.02871  0.00848039
        8269     2.31404     2.02875  0.00847944
        8270     2.31025     2.02878  0.00847848
        8271     2.30611     2.02882  0.00847752
        8272      2.3016     2.02885  0.00847656
        8273      2.2972     2.02888   0.0084756
        8274     2.29313     2.02891  0.00847464
        8275     2.28891     2.02894  0.00847367
        8276     2.28405     2.02898   0.0084727
        8277     2.27926     2.02901  0.00847173
        8278     2.27382     2.02903  0.00847076
        8279     2.26819     2.02906  0.00846979
        8280     2.26188     2.02909  0.00846881
        8281     2.25635     2.02912  0.00846783
        8282     2.24988     2.02915  0.00846685
        8283     2.24321     2.02917  0.00846587
        8284     2.23705      2.0292  0.00846488
        8285     2.23018     2.02922   0.0084639
        8286     2.22381     2.02924  0.00846291
        8287     2.21698     2.02927  0.00846192
        8288     2.20895     2.02929  0.00846092
        8289     2.20142     2.02931  0.00845993
        8290     2.19316     2.02933  0.00845893
        8291     2.18443     2.02935  0.00845793
        8292     2.17619     2.02937  0.00845693
        8293     2.16746     2.02938  0.00845593
        8294     2.15874      2.0294  0.00845492
        8295     2.15027     2.02941  0.00845391
        8296     2.14108     2.02943  0.00845291
        8297     2.13166     2.02944   0.0084519
        8298     2.12177     2.02945  0.00845089
        8299     2.11166     2.02946  0.00844987
        8300     2.10181     2.02947  0.00844886
        8301     2.09173     2.02948  0.00844784
        8302     2.08145     2.02948  0.00844683
        8303     2.07096     2.02949  0.00844581
        8304     2.06026     2.02949   0.0084448
        8305     2.04938     2.02949  0.00844378
        8306     2.03782     2.02949  0.00844276
        8307     2.02609     2.02949  0.00844175
        8308     2.01418     2.02949  0.00844073
        8309     2.00258     2.02949  0.00843972
        8310     1.99059     2.02948   0.0084387
        8311     1.97846     2.02948  0.00843769
        8312     1.96618     2.02947  0.00843668
        8313      1.9545     2.02946  0.00843567
        8314     1.94221     2.02945  0.00843466
        8315     1.92958     2.02944  0.00843365
        8316     1.91709     2.02943  0.00843265
        8317     1.90451     2.02941  0.00843165
        8318     1.89185     2.02939  0.00843065
        8319     1.87889     2.02938  0.00842966
        8320     1.86612     2.02936  0.00842867
        8321     1.85282     2.02933  0.00842768
        8322     1.83998     2.02931   0.0084267
        8323     1.82712     2.02929  0.00842572
        8324     1.81425     2.02926  0.00842475
        8325     1.80138     2.02923  0.00842378
        8326      1.7883     2.02921  0.00842282
        8327     1.77525     2.02918  0.00842186
        8328     1.76177     2.02914  0.00842091
        8329     1.74883     2.02911  0.00841997
        8330     1.73596     2.02907  0.00841903
        8331     1.72341     2.02904   0.0084181
        8332     1.71121       2.029  0.00841718
        8333     1.69839     2.02896  0.00841626
        8334     1.68619     2.02892  0.00841535
        8335     1.67364     2.02888  0.00841445
        8336     1.66173     2.02883  0.00841356
        8337     1.64927     2.02879  0.00841267
        8338     1.63771     2.02874  0.00841179
        8339     1.62659     2.02869  0.00841092
        8340     1.61568     2.02864  0.00841006
        8341     1.60475     2.02859   0.0084092
        8342     1.59406     2.02854  0.00840836
        8343     1.58314     2.02849  0.00840752
        8344     1.57273     2.02843  0.00840669
        8345     1.56308     2.02837  0.00840587
        8346     1.55324     2.02832  0.00840505
        8347     1.54371     2.02826  0.00840425
        8348     1.53473      2.0282  0.00840345
        8349     1.52609     2.02814  0.00840266
        8350     1.51731     2.02808  0.00840187
        8351     1.50937     2.02802   0.0084011
        8352     1.50107     2.02795  0.00840033
        8353     1.49363     2.02789  0.00839956
        8354     1.48683     2.02783  0.00839881
        8355     1.48018     2.02776  0.00839806
        8356     1.47371     2.02769  0.00839732
        8357     1.46838     2.02763  0.00839658
        8358       1.463     2.02756  0.00839585
        8359     1.45733     2.02749  0.00839512
        8360     1.45236     2.02742   0.0083944
        8361     1.44832     2.02735  0.00839368
        8362     1.44475     2.02728  0.00839296
        8363     1.44189     2.02721  0.00839225
        8364     1.43926     2.02714  0.00839154
        8365     1.43711     2.02707  0.00839084
        8366     1.43569       2.027  0.00839013
        8367     1.43452     2.02693  0.00838943
        8368     1.43361     2.02686  0.00838872
        8369     1.43343     2.02679  0.00838802
        8370     1.43423     2.02672  0.00838732
        8371     1.43481     2.02665  0.00838661
        8372     1.43565     2.02658  0.00838591
        8373     1.43723     2.02651   0.0083852
        8374     1.43931     2.02644  0.00838449
        8375     1.44237     2.02637  0.00838378
        8376     1.44568      2.0263  0.00838307
        8377     1.44974     2.02623  0.00838235
        8378     1.45452     2.02616  0.00838163
        8379      1.4593     2.02609   0.0083809
        8380     1.46456     2.02603  0.00838017
        8381      1.4703     2.02596  0.00837943
        8382     1.47651     2.02589  0.00837869
        8383     1.48342     2.02583  0.00837794
        8384     1.49102     2.02577  0.00837718
        8385     1.49858      2.0257  0.00837642
        8386     1.50682     2.02564  0.00837565
        8387     1.51525     2.02558  0.00837487
        8388     1.52409     2.02552  0.00837409
        8389     1.53333     2.02546  0.00837329
        8390      1.5432      2.0254  0.00837249
        8391     1.55345     2.02535  0.00837168
        8392     1.56383     2.02529  0.00837087
        8393     1.57408     2.02524  0.00837004
        8394     1.58515     2.02519  0.00836921
        8395     1.59655     2.02514  0.00836837
        8396     1.60826     2.02509  0.00836752
        8397     1.62002     2.02504  0.00836666
        8398     1.63206     2.02499   0.0083658
        8399     1.64485     2.02495  0.00836492
        8400     1.65812      2.0249  0.00836404
        8401     1.67188     2.02486  0.00836315
        8402     1.68512     2.02482  0.00836225
        8403     1.69833     2.02478  0.00836135
        8404     1.71172     2.02474  0.00836044
        8405     1.72552     2.02471  0.00835952
        8406     1.73851     2.02467  0.00835859
        8407     1.75235     2.02464  0.00835766
        8408      1.7668     2.02461  0.00835672
        8409      1.7811     2.02458  0.00835578
        8410     1.79549     2.02455  0.00835483
        8411     1.80995     2.02453  0.00835387
        8412      1.8247     2.02451  0.00835292
        8413     1.83877     2.02448  0.00835195
        8414     1.85381     2.02446  0.00835098
        8415     1.86815     2.02444  0.00835001
        8416     1.88319     2.02443  0.00834904
        8417     1.89796     2.02441  0.00834806
        8418      1.9127      2.0244  0.00834708
        8419     1.92738     2.02439  0.00834609
        8420     1.94175     2.02438  0.00834511
        8421     1.95579     2.02437  0.00834412
        8422     1.96973     2.02436  0.00834313
        8423     1.98403     2.02436  0.00834214
        8424     1.99797     2.02436  0.00834115
        8425     2.01225     2.02435  0.00834016
        8426     2.02637     2.02435  0.00833917
        8427      2.0396     2.02436  0.00833819
        8428     2.05313     2.02436   0.0083372
        8429     2.06599     2.02436  0.00833621
        8430     2.07912     2.02437  0.00833522
        8431     2.09203     2.02438  0.00833424
        8432     2.10374     2.02439  0.00833325
        8433     2.11569      2.0244  0.00833227
        8434     2.12787     2.02441  0.00833129
        8435     2.13905     2.02442  0.00833032
        8436      2.1502     2.02444  0.00832934
        8437     2.16154     2.02446  0.00832837
        8438     2.17209     2.02447   0.0083274
        8439     2.18234     2.02449  0.00832644
        8440      2.1925     2.02451  0.00832548
        8441     2.20209     2.02453  0.00832452
        8442     2.21157     2.02456  0.00832356
        8443     2.22071     2.02458  0.00832261
        8444     2.22924      2.0246  0.00832166
        8445     2.23739     2.02463  0.00832071
        8446     2.24565     2.02465  0.00831976
        8447     2.25328     2.02468  0.00831882
        8448     2.26051     2.02471  0.00831789
        8449     2.26733     2.02474  0.00831695
        8450     2.27375     2.02477  0.00831602
        8451      2.2795      2.0248  0.00831509
        8452     2.28507     2.02483  0.00831416
        8453     2.28997     2.02486  0.00831324
        8454     2.29444     2.02489  0.00831232
        8455     2.29871     2.02492   0.0083114
        8456     2.30205     2.02496  0.00831048
        8457     2.30519     2.02499  0.00830956
        8458     2.30812     2.02502  0.00830865
        8459     2.31037     2.02506  0.00830773
        8460     2.31265     2.02509  0.00830682
        8461       2.314     2.02513  0.00830591
        8462     2.31538     2.02516    0.008305
        8463     2.31632     2.02519  0.00830409
        8464     2.31633     2.02523  0.00830318
        8465     2.31639     2.02526  0.00830227
        8466     2.31602      2.0253  0.00830136
        8467     2.31498     2.02533  0.00830045
        8468     2.31376     2.02537  0.00829954
        8469     2.31164      2.0254  0.00829863
        8470     2.30888     2.02543  0.00829771
        8471     2.30645     2.02547   0.0082968
        8472      2.3029      2.0255  0.00829589
        8473     2.29946     2.02553  0.00829497
        8474     2.29614     2.02556  0.00829405
        8475     2.29247     2.02559  0.00829313
        8476     2.28869     2.02563  0.00829221
        8477     2.28387     2.02566  0.00829129
        8478     2.27874     2.02569  0.00829037
        8479     2.27355     2.02571  0.00828944
        8480     2.26784     2.02574  0.00828851
        8481     2.26186     2.02577  0.00828758
        8482     2.25612      2.0258  0.00828665
        8483     2.24966     2.02582  0.00828571
        8484     2.24298     2.02585  0.00828478
        8485     2.23611     2.02588  0.00828384
        8486     2.22834      2.0259   0.0082829
        8487     2.22113     2.02592  0.00828195
        8488     2.21401     2.02594  0.00828101
        8489     2.20677     2.02597  0.00828006
        8490     2.19918     2.02599  0.00827911
        8491     2.19151     2.02601  0.00827816
        8492     2.18401     2.02602   0.0082772
        8493     2.17598     2.02604  0.00827625
        8494     2.16767     2.02606  0.00827529
        8495      2.1596     2.02607  0.00827433
        8496     2.15177     2.02609  0.00827337
        8497     2.14372      2.0261  0.00827241
        8498     2.13548     2.02612  0.00827144
        8499     2.12826     2.02613  0.00827048
